ticker,company,asset,indication,stage,anchor,conf,pres_type,year,parsed_outcome,price_at_catalyst,btd,orphan,priority_review,fast_track,accelerated_approval,gene_therapy,surrogate_endpoint,single_arm_study,safety_signal_severity,ta_bucket_v2,ta_base_score,historical_crl_rate,sponsor_prior_approvals,had_adcom,ppm_flag,src,cap_tier,Drug,Indication,market_cap,size_tier,ta,key,mcap_fmp,si_t1_days_to_cover,si_t1_short_to_adv,si_t1_change_pct,cap_tier_final,conf_full,runup_30d,runup_20d,runup_10d,runup_5d,event_day,post_5d,post_10d,cap_tier_pit,mcap_pit
KALV,KalVista Pharmaceuticals Inc.,Sebetralstat - (KONFIDENT-S),Hereditary angioedema (HAE),Phase 3,2024-10-25,AAAAI,unspecified,2024,POSITIVE,11.68,,,,,,,,,,,,,,,,backtest,,,,,,,KALV|2024-10-25,683720130.06,,,,small,,8.35,-2.19,3.78,-3.44,0.17,-12.1,-5.47,,
INAB,IN8bio Inc.,INB-200,Glioblastoma,Phase 1,2024-11-25,SNO,unspecified,2024,UNKNOWN,0.3,,,,,,,,,,,,,,,,backtest,,,,,,,INAB|2024-11-25,,,,,,,39.94,5.54,-4.32,-4.22,-2.41,0.52,-3.99,nano,23049674.36183278
RVMD,Revolution Medicines Inc - Ordinary Shares,Zoldonrasib (RMC-9805),"Pancreatic cancer, non-small cell lung cancer (NSCLC), and colorectal cancer.",Phase 1,2024-10-25,ENA,unspecified,2024,UNKNOWN,46.42,,,,,,,,,,,,,,,,backtest,,,,,,,RVMD|2024-10-25,,,,,,,8.12,6.97,-6.4,-6.31,1.06,16.59,27.92,mid,8188818876.0
ZLAB,Zai Lab Limited,ZL-1310 (DLL3 ADC),"Solid tumors,  relapsed and refractory second-line+ SCLC",Phase 1b,2024-10-24,ENA,unspecified,2024,UNKNOWN,33.18,,,,,,,,,,,,,,,,backtest,,,,,,,ZLAB|2024-10-24,2591448120.0,6.31,6.312095028091344,-2.31,mid,,40.42,28.05,14.25,9.79,11.85,4.42,6.46,large,28629427156.12631
RCUS,Arcus Biosciences Inc.,Casdatifan (AB521) + volrustomig,Clear cell renal cell carcinoma (ccRCC),Phase 2,2024-10-24,AACR,unspecified,2024,UNKNOWN,17.83,,,,,,,,,,,,,,,,backtest,,,,,,,RCUS|2024-10-24,,9.35,9.352697168913386,-4.14,,,-0.35,12.61,1.35,-4.99,-5.83,-11.71,-5.02,small,1585694993.019104
NTLA,Intellia Therapeutics Inc.,"Lonvoguran ziclumeran (lonvo-z, formerly NTLA-2002) - (HAELO)",Hereditary angioedema (HAE),Phase 2,2024-10-24,ACAAI,unspecified,2024,UNKNOWN,15.85,,,,,,,,,,,,,,,,backtest,,,,,,,NTLA|2024-10-24,,,,,,,-3.53,-3.06,12.09,-4.96,-20.01,-28.69,-19.76,mid,2029819572.465124
PHVS,Pharvaris N.V.,Deucrictibant (PHVS416) - (CHAPTER-3),Hereditary angioedema - prophylactic use,Phase 2,2024-10-24,ACAAI,unspecified,2024,UNKNOWN,21.33,,,,,,,,,,,,,,,,backtest,,,,,,,PHVS|2024-10-24,,,,,,,8.24,17.58,24.57,4.52,-2.25,11.98,0.5,small,1161365560.646881
IMMX,Immix Biopharma Inc.,NXC-201 (HBI10101) - (NEXICART-2),Relapsed/refractory AL Amyloidosis,Phase 1/2,2024-10-02,ASGCT,unspecified,2024,POSITIVE,1.46,,,,,,,,,,,,,,,,backtest,,,,,,,IMMX|2024-10-02,,,,,,,-31.8,-26.37,-16.85,-10.3,-9.46,4.05,-2.7,nano,40778348.765530586
RPTX,Repare Therapeutics Inc.,Lunresertib (RP-6306) + Debio 0123 - (MYTHIC),Solid Tumors,Phase 1,2024-09-23,AACR,unspecified,2024,UNKNOWN,3.38,,,,,,,,,,,,,,,,backtest,,,,,,,RPTX|2024-09-23,,,,,,,21.8,16.94,23.94,6.02,-4.26,-2.27,-1.99,,
TGTX,TG Therapeutics Inc.,BRIUMVI (ublituximab-xiiy) - (ENHANCE),Relapsing forms of Multiple Sclerosis (RMS),Phase 3,2024-09-18,ECTRIMS,unspecified,2024,POSITIVE,25.25,,,,,,,,,,,,,,,,backtest,,,,,,,TGTX|2024-09-18,4374041700.0,,,,mid,,21.87,1.5,13.59,8.71,0.8,-6.9,-10.77,mid,3882964264.147932
BYSI,BeyondSpring Inc.,Plinabulin (Trial 103) - (DUBLIN-3),Non small cell lung cancer,Phase 3,2024-09-16,ESMO,unspecified,2024,NEGATIVE,2.18,,,,,,,,,,,,,,,,backtest,,,,,,,BYSI|2024-09-16,64765101.33,,,,micro,,24.32,22.99,12.75,13.3,-3.48,-9.57,-0.43,micro,92690803.07832956
IMMP,Immutep Limited,Eftilagimod alpha (IMP321) and KEYTRUDA (pembrolizumab) - (TACTI-003),Head and neck squamous cell carcinoma (HNSCC),Phase 2b,2024-12-12,ESMO,unspecified,2024,NEGATIVE,2.24,,,,,,,,,,,,,,,,backtest,,,,,,,IMMP|2024-12-12,,,,,,,21.03,26.2,18.59,22.28,-7.63,-10.17,-14.83,mid,3428164852.0149064
RCUS,Arcus Biosciences Inc.,Casdatifan plus cabozantinib (AB521 - (ARC-20)) - (PEAK-1),Clear cell renal cell carcinoma (ccRCC),Phase 1b,2025-02-18,ASCO-GU,unspecified,2025,UNKNOWN,10.96,,,,,,,,,,,,,,,,backtest,,,,,,,RCUS|2025-02-18,,,,,,,-13.42,-6.63,-0.76,5.22,-15.27,-21.83,-26.03,small,1207820035.1715088
ENGN,enGene Holdings Inc.,Detalimogene voraplasmid (EG-70) - (LEGEND),BCG-unresponsive non-muscle invasive bladder cancer (NMIBC),Phase 1/2,2025-02-14,ASCO-GU,unspecified,2025,UNKNOWN,5.9,,,,,,,,,,,,,,,,backtest,,,,,,,ENGN|2025-02-14,,,,,,,-6.02,-10.84,-6.72,-0.79,-4.48,-2.4,-6.56,small,318609750.0
VCYT,Veracyte Inc.,NRG/RTOG 0521 - (STREAM),Prostate cancer,Phase 3,2025-02-14,ASCO-GU,unspecified,2025,UNKNOWN,41.11,,,,,,,,,,,,,,,,backtest,,,,,,,VCYT|2025-02-14,,,,,,,-0.03,-3.67,-12.95,-4.74,2.1,-0.58,-15.23,mid,3079020333.887169
KALV,KalVista Pharmaceuticals Inc.,Sebetralstat - (KONFIDENT-S),Hereditary angioedema (HAE),Phase 3,2025-02-10,AAAAI,unspecified,2025,UNKNOWN,9.19,,,,,,,,,,,,,,,,backtest,,,,,,,KALV|2025-02-10,683720130.06,,,,small,,5.02,17.2,4.9,-0.22,0.76,6.3,17.17,,
RNXT,RenovoRx Inc.,RenovoGem - (TIGeR-PaC),Locally advanced pancreatic cancer (LAPC),Phase 3,2025-01-27,ASCO-GI,unspecified,2025,UNKNOWN,1.32,,,,,,,,,,,,,,,,backtest,,,,,,,RNXT|2025-01-27,,,,,,,0.73,6.98,3.76,-8.0,-2.17,-0.72,-16.67,nano,33167847.24539376
CATX,Isoray. (DE),212Pb-VMT-±-NET - (VMT-±-NET),Metastatic Gastro-entero-pancreatic Neuroendocrine Tumors,Phase 1/2,2025-01-24,ASCO-GI,unspecified,2025,UNKNOWN,4.01,,,,,,,,,,,,,,,,backtest,,,,,,,CATX|2025-01-24,,,,,,,-3.71,15.61,2.83,14.87,5.51,-2.2,-8.82,micro,256537422.4077072
RCUS,Arcus Biosciences Inc.,Casdatifan plus cabozantinib (AB521 - (ARC-20)) - (PEAK-1),Clear cell renal cell carcinoma (ccRCC),Phase 1b,2025-01-06,ASCO,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,RCUS|2025-01-06,,,,,,,3.01,-11.98,-2.59,-1.38,1.2,-8.23,-11.02,small,1388532038.6886597
PSTV,PLUS THERAPEUTICS Inc.,REYOBIQ (rhenium Re186 obisbemeda) - (ReSPECT-LM),Leptomeningeal metastases (LM),Phase 1,2024-12-17,SABCS,unspecified,2024,UNKNOWN,1.07,,,,,,,,,,,,,,,,backtest,,,,,,,PSTV|2024-12-17,,,,,,,-13.97,-1.68,-12.69,-10.69,-14.53,-7.69,0.85,nano,6898709.609999999
MRUS,Merus N.V.,Petosemtamab (MCLA-158),"Recurrent/metastatic (r/m) head and neck squamous cell carcinoma (HNSCC), Solid Tumors",Phase 2,2024-12-17,UNKNOWN,unspecified,2024,UNKNOWN,44.9,,,,,,,,,,,,,,,,backtest,,,,,,,MRUS|2024-12-17,2700483168.25,,,,mid,,-16.46,-3.32,-7.38,-0.33,-0.84,-0.91,-1.17,,
GMAB,Genmab A/S,Petosemtamab (MCLA-158),"Recurrent/metastatic (r/m) head and neck squamous cell carcinoma (HNSCC), Solid Tumors",Phase 2,2024-12-17,UNKNOWN,unspecified,2024,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,GMAB|2024-12-17,97160077740.03,,,,large,,-12.12,-3.14,-7.74,-8.29,0.6,2.25,4.9,,
ELTX,Elicio Therapeutics Inc.,ELI-002 (AMPLIFY-201),Solid Tumors,Phase 2,2024-12-12,ESMO,unspecified,2024,UNKNOWN,4.99,,,,,,,,,,,,,,,,backtest,,,,,,,ELTX|2024-12-12,,,,,,,27.88,2.31,5.35,10.6,-4.7,-4.51,-3.2,micro,57409856.17245388
INKT,MiNK Therapeutics Inc.,AgenT-797,"Refractory (2L+) gastric cancer,  refractory gastroesophageal cancer (GEC)",Phase 2,2025-02-25,AACR,unspecified,2025,UNKNOWN,9.66,,,,,,,,,,,,,,,,backtest,,,,,,,INKT|2025-02-25,,,,,,,45.69,20.48,6.93,7.04,-12.49,-23.94,-26.67,nano,42206427.73821831
BCYC,Bicycle Therapeutics plc,Bicycle Toxin Conjugates zelenectide pevedotin (BT8009) - (Duravelo-2),Solid tumors,Phase 2/3,2024-12-12,SABCS,unspecified,2024,UNKNOWN,20.11,,,,,,,,,,,,,,,,backtest,,,,,,,BCYC|2024-12-12,,,,,,,-12.23,-9.17,3.64,9.79,-34.52,-28.88,-31.01,small,1455546838.9210014
CELC,Celcuity Inc.,Gedatolisib with Palbociclib and Letrozole,Early-Stage Breast Cancer,Phase 1b,2024-12-11,SABCS,unspecified,2024,UNKNOWN,12.85,,,,,,,,,,,,,,,,backtest,,,,,,,CELC|2024-12-11,,,,,,,-19.99,-14.79,-2.45,0.16,-0.94,-4.95,2.75,small,472659230.8834381
LLY,Eli Lilly and Company,Inluriyo (imlunestrant),"ER+, HER2-, ESR1-mutated advanced or metastatic breast cancer",Phase 3,2024-12-11,SABCS,unspecified,2024,NEGATIVE,794.62,,,,,,,,,,,,,,,,backtest,,,,,,,LLY|2024-12-11,695267060000.0,,,,large,,-11.51,-2.35,1.3,-3.65,-2.15,-4.36,-0.68,large,759053858832.1769
INAB,IN8bio Inc.,INB-100,"Allogeneic hematopoietic stem cell transplantation (HSCT), leukemias undergoing haploidentical stem cell transplantation",Phase 1,2024-12-10,ASH,unspecified,2024,UNKNOWN,0.31,,,,,,,,,,,,,,,,backtest,,,,,,,INAB|2024-12-10,,,,,,,11.63,1.2,10.65,5.22,-4.46,-14.29,-30.16,nano,24354372.82366556
OLMA,Olema Pharmaceuticals Inc.,Palazestrant (OP-1250) and ribociclib - (OPERA-02),Breast Cancer,Phase 2,2024-12-10,SABCS,unspecified,2024,UNKNOWN,9.64,,,,,,,,,,,,,,,,backtest,,,,,,,OLMA|2024-12-10,342474733.26,,,,small,,-20.07,-25.79,5.95,-5.6,-10.91,-34.96,-33.05,small,540891632.7568674
ALXO,ALX Oncology Holdings Inc.,Zanidatamab and Evorpacept (ALX148),HER2 Breast cancer and solid tumors,Phase 1/2,2024-12-10,SABCS,unspecified,2024,UNKNOWN,1.58,,,,,,,,,,,,,,,,backtest,,,,,,,ALXO|2024-12-10,,,,,,,17.81,16.22,17.01,10.97,-12.21,4.07,6.4,micro,90718140.38899232
ZYME,Zymeworks Inc.,Zanidatamab and Evorpacept (ALX148),HER2 Breast cancer and solid tumors,Phase 1/2,2024-12-10,SABCS,unspecified,2024,UNKNOWN,13.06,,,,,,,,,,,,,,,,backtest,,,,,,,ZYME|2024-12-10,1110395409.8400002,,,,small,,-0.76,-24.18,-7.46,-5.81,-0.3,1.75,7.61,small,905050715.287222
NVS,Novartis AG,MONJUVI (tafasitamab) with REVLIMID (lenalidomide) and RITUXAN (rituximab),Follicular lymphoma (FL) / marginal zone lymphoma (MZL),Phase 3,2024-12-10,ASH,unspecified,2024,POSITIVE,100.13,,,,,,,,,,,,,,,,backtest,,,,,,,NVS|2024-12-10,196399021420.0,3.91,3.9143644170079046,-6.26,large,,-12.06,-3.78,-1.8,-2.75,-2.47,-2.54,-3.27,large,207837376320.26965
XNCR,Xencor Inc.,MONJUVI (tafasitamab) with REVLIMID (lenalidomide) and RITUXAN (rituximab),Follicular lymphoma (FL) / marginal zone lymphoma (MZL),Phase 3,2024-12-10,ASH,unspecified,2024,POSITIVE,25.29,,,,,,,,,,,,,,,,backtest,,,,,,,XNCR|2024-12-10,1494642180.0,6.75,6.751355564131084,8.87,small,,16.83,8.11,-3.3,-5.26,0.24,-0.63,-3.61,small,1763547209.3920517
IMMX,Immix Biopharma Inc.,NXC-201 (HBI10101) - (NEXICART-1),relapsed/refractory multiple myeloma and relapsed/refractory AL amyloidosis,Phase 1/2,2024-12-10,ASH,unspecified,2024,UNKNOWN,2.19,False,False,False,False,False,False,False,False,0.0,LOW,0.061,0.46,0.0,False,False,backtest,,,,,,,IMMX|2024-12-10,,1.5,1.4992912184353289,17.46,,,51.19,43.5,47.67,13.39,-8.66,-9.84,-14.17,micro,69869396.93066692
INCY,Incyte Corporation,MONJUVI (tafasitamab) with REVLIMID (lenalidomide) and RITUXAN (rituximab),Follicular lymphoma (FL) / marginal zone lymphoma (MZL),Phase 3,2024-12-10,ASH,unspecified,2024,POSITIVE,72.48,,,,,,,,,,,,,,,,backtest,,,,,,,INCY|2024-12-10,14305087699.999998,2.14,2.14242766523078,-14.43,large,,9.77,-11.55,-1.92,0.11,0.53,-3.76,-3.05,large,13892009572.97438
ACIU,AC Immune SA,ACI-7104.056 - (VacSYn),Parkinson's disease (PD),Phase 2,2025-04-02,ADPD,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,ACIU|2025-04-02,,,,,,,-33.09,-28.0,-18.92,-9.55,-1.67,-15.0,-16.67,micro,180236622.4058541
MRK,Merck & Company Inc.,EVX-01 + KEYTRUDA (pembrolizumab) / OPDIVO (nivolumab),Metastatic Melanoma,Phase 2,2025-04-28,AACR,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,MRK|2025-04-28,251883360000.0,,,,large,,-12.51,-7.27,4.5,6.28,2.38,0.12,-2.79,large,295969537768.76245
EVAX,Evaxion A/S,EVX-01 + KEYTRUDA (pembrolizumab) / OPDIVO (nivolumab),Metastatic Melanoma,Phase 2,2025-04-28,AACR,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,EVAX|2025-04-28,,,,,,,-7.3,-6.25,22.22,25.95,-9.09,-12.12,-9.7,micro,115715415.72795723
CHRS,Coherus Oncology Inc.,CHS-114 - (SRF114),Solid tumors,Phase 1,2025-04-28,AACR,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,CHRS|2025-04-28,158083881.06,,,,micro,,11.94,22.82,23.22,-2.83,-2.95,-0.97,-0.97,micro,119384429.16386797
TARA,Protara Therapeutics Inc.,TARA-002 - (ADVANCED-2),High-grade non-muscle invasive bladder cancer (NMIBC) patients with Bacillus Calmette-Guérin (BCG)-naïve and BCG-unresponsive carcinoma in situ (CIS),Phase 1b,2025-04-26,ASCO-GU,unspecified,2025,UNKNOWN,,False,False,False,False,False,False,False,False,0.0,LOW,0.061,0.455503513,0.0,False,False,backtest,,,,,,,TARA|2025-04-26,,7.06,7.060063426198292,-2.65,,,0.23,-5.68,10.49,12.21,-21.3,-21.53,-24.31,micro,166656158.7823205
ALXO,ALX Oncology Holdings Inc.,ALX148 (evorpacept) + rituximab and lenalidomide,Non-Hodgkin lymphoma (NHL),Phase 1/2,2025-04-25,AACR,unspecified,2025,UNKNOWN,,False,False,False,False,False,False,False,False,0.0,LOW,0.061,0.454865182,0.0,False,False,backtest,,,,,,,ALXO|2025-04-25,,10.67,10.66949731389769,-2.49,,,-27.71,-15.85,25.21,9.27,-11.76,-11.33,-29.73,nano,32083871.730477512
BMY,Bristol-Myers Squibb Company,Pepinemab (VX15) in combination with nivolumab and ipilimumab (Triple Combination),Resectable Stage III melanoma,Phase 1,2025-04-25,AACR,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,BMY|2025-04-25,114647120000.0,,,,large,,-19.23,-17.33,-3.51,-1.1,-0.47,3.86,-4.6,large,99088081844.14182
BOLT,Bolt Biotherapeutics Inc.,BDC-3042,Solid Tumors,Phase 1/2,2025-04-25,AACR,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,BOLT|2025-04-25,,,,,,,-7.05,-11.49,21.18,11.14,-4.88,-9.13,-7.97,nano,14914142.535199428
VCNX,Vaccinex Inc.,Pepinemab (VX15) in combination with nivolumab and ipilimumab (Triple Combination),Resectable Stage III melanoma,Phase 1,2025-04-25,AACR,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,VCNX|2025-04-25,,,,,,,18.57,36.07,13.7,12.16,-19.28,-19.28,-18.07,nano,2221608.6653288007
ATHE,Alterity Therapeutics Limited,ATH434-201,Multiple System Atrophy (MSA),Phase 2,2025-04-10,AAN,unspecified,2025,POSITIVE,,,,,,,,,,,,,,,,,backtest,,,,,,,ATHE|2025-04-10,,,,,,,-28.68,-26.98,-21.14,-5.8,13.77,26.81,26.09,large,14476518227.658682
NRSN,NeuroSense Therapeutics Ltd.,PrimeC - (PARADIGM),Amyotrophic Lateral Sclerosis (ALS),Phase 2b,2025-04-09,AAN,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,NRSN|2025-04-09,,,,,,,-11.42,-13.04,-13.04,3.18,4.31,8.67,5.5,nano,22021036.389216244
ARVN,Arvinas Inc.,ARV-102,Parkinson's Disease in Healthy Volunteers,Phase 1,2025-04-04,ADPD,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,ARVN|2025-04-04,,,,,,,-61.17,-62.25,-21.14,-9.09,-7.68,0.72,26.81,small,503700006.9618225
TCRX,TScan Therapeutics Inc.,"TSC-100, TSC-101 - (ALLOHA)",Hematologic malignancies,Phase 1,2024-12-10,ASH,unspecified,2024,POSITIVE,3.33,,,,,,,,,,,,,,,,backtest,,,,,,,TCRX|2024-12-10,,,,,,,-5.11,-18.6,2.65,3.34,-33.62,-35.99,-37.28,micro,111253007.67873289
INMB,INmune Bio Inc.,XPRO1595 - (MINDFuL),Early Alzheimer's Disease (AD),Phase 2,2025-04-01,ADPD,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,INMB|2025-04-01,,,,,,,-14.92,-3.58,8.62,-11.85,3.33,-12.42,-4.35,micro,179086508.59791136
AZN,AstraZeneca PLC,AZD0780 - (PURSUIT),Dyslipidemia,Phase 2b,2025-03-31,ACC,unspecified,2025,UNKNOWN,,False,False,True,False,False,False,False,False,0.0,LOW,0.061,0.456804734,30.0,False,False,backtest,,,,,,,AZN|2025-03-31,203112000000.0,2.5,2.4951581242934413,-10.18,large,,-0.83,-2.44,-4.85,2.83,0.44,-11.91,-10.96,,
MRK,Merck & Company Inc.,WINREVAIR (sotatercept-csrk) - (ZENITH),"Pulmonary arterial hypertension (PAH, WHO* Group 1)",Phase 3,2025-03-31,ACC,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,MRK|2025-03-31,251883360000.0,,,,large,,7.49,-4.21,-5.87,-3.34,-2.36,-9.02,-11.27,large,319184959276.159
BMEA,Biomea Fusion Inc.,Icovamenib (BMF-219) - (COVALENT-111),Type 2 Diabetes,Phase 2,2025-03-24,ATTD,unspecified,2025,POSITIVE,,,,,,,,,,,,,,,,,backtest,,,,,,,BMEA|2025-03-24,,,,,,,-23.47,-14.07,14.34,13.89,-6.27,-25.78,-29.97,micro,107832353.20019722
DYN,Dyne Therapeutics Inc.,DYNE-251 - (DELIVER),Duchenne muscular dystrophy (DMD),Phase 1/2,2025-03-17,MDA,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,DYN|2025-03-17,,,,,,,-15.26,-13.37,-2.19,4.78,4.4,2.82,-13.2,small,1363112373.4261866
ZNTL,Zentalis Pharmaceuticals Inc.,Azenosertib (ZN-c3) + ZEJULA (Niraparib) - (DENALI),"Platinum Resistant  High-Grade Serous Ovarian, Fallopian Tube or Primary Peritoneal Cancer",Phase 1b,2025-03-15,SGO,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,ZNTL|2025-03-15,,6.29,6.2857732946706655,2.93,,,1.72,-27.16,-7.81,-1.12,0.0,11.86,-10.17,micro,126169846.64039612
QTTB,Q32 Bio Inc.,Bempikibart - (SIGNAL-AA),Alopecia areata (AA),Phase 2a,2025-03-08,AAD,unspecified,2025,UNKNOWN,2.22,,,,,,,,,,,,,,,,backtest,,,,,,,QTTB|2025-03-08,,,,,,,-36.93,-29.52,-12.6,2.78,-14.41,-1.35,-1.8,nano,27078705.648976564
HOTH,Hoth Therapeutics Inc.,HT-001 - (CLEER-001),EGFRI-induced skin toxicity,Phase 2a,2025-03-05,AAD,unspecified,2025,UNKNOWN,1.14,,,,,,,,,,,,,,,,backtest,,,,,,,HOTH|2025-03-05,,,,,,,-12.68,1.64,14.81,31.3,-15.32,-10.48,-16.13,,
JSPR,Jasper Therapeutics Inc.,Subcutaneous briquilimab - (BEACON),Chronic Spontaneous Urticaria (CSU),Phase 1/2,2025-03-01,AAAAI,unspecified,2025,UNKNOWN,5.93,,,,,,,,,,,,,,,,backtest,,,,,,,JSPR|2025-03-01,,,,,,,11.05,-2.15,-2.47,3.67,-6.75,-10.96,-4.72,micro,89081180.88128185
COGT,Cogent Biosciences Inc.,Bezuclastinib - (SUMMIT),Non-Advanced Systemic Mastocytosis,Phase 2,2025-02-27,AAAAI,unspecified,2025,UNKNOWN,6.99,,,,,,,,,,,,,,,,backtest,,,,,,,COGT|2025-02-27,,,,,,,-8.96,-27.85,-17.57,-17.06,12.22,10.43,8.64,small,763934108.2430363
AGEN,Agenus Inc.,AgenT-797,"Refractory (2L+) gastric cancer,  refractory gastroesophageal cancer (GEC)",Phase 2,2025-02-25,AACR,unspecified,2025,UNKNOWN,3.09,,,,,,,,,,,,,,,,backtest,,,,,,,AGEN|2025-02-25,58836020.00000001,,,,micro,,1.28,-12.22,-2.17,-10.23,-0.95,-18.35,-35.13,micro,74685559.22858
COGT,Cogent Biosciences Inc.,Bezuclastinib - (APEX),Advanced Systemic Mastocytosis,Phase 2,2024-12-08,ASH,unspecified,2024,UNKNOWN,9.67,,,,,,,,,,,,,,,,backtest,,,,,,,COGT|2024-12-08,,,,,,,-25.73,-12.93,-2.63,-6.12,6.86,-7.09,-12.71,small,982004808.734025
RHHBY,Roche Holding AG ADR,CALQUENCE plus venetoclax,Chronic lymphocytic leukemia (CLL) and small lymphocytic lymphoma (SLL),Phase 3,2024-12-09,ASH,unspecified,2024,NEGATIVE,,,,,,,,,,,,,,,,,backtest,,,,,,,RHHBY|2024-12-09,201876728371.2,,,,large,,-10.01,-2.92,3.02,1.19,-2.38,-2.66,-4.44,,
GILD,Gilead Sciences Inc.,CART-ddBCMA - (iMMagine-1),Multiple Myeloma,Phase 2,2024-12-09,ASH,unspecified,2024,NEGATIVE,89.84,,,,,,,,,,,,,,,,backtest,,,,,,,GILD|2024-12-09,115185390000.0,,,,large,,3.52,-4.6,2.15,-2.01,0.23,-0.09,1.38,large,114818469982.4386
KURA,Kura Oncology Inc.,Ziftomenib (in combination with SoC  cytarabine/daunorubicin (7+3) and venetoclax/azacitidine (ven/aza))- (KOMET-007),Acute myeloid leukemia (AML),Phase 1a,2024-12-09,ASH,unspecified,2024,UNKNOWN,10.53,,,,,,,,,,,,,,,,backtest,,,,,,,KURA|2024-12-09,750462310.0000001,,,,small,,-39.06,-39.65,-1.2,-4.73,-3.56,-6.47,-16.21,small,829739218.4329033
KYKOF,Kyowa Kirin Co. Ltd.,Ziftomenib (in combination with SoC  cytarabine/daunorubicin (7+3) and venetoclax/azacitidine (ven/aza))- (KOMET-007),Acute myeloid leukemia (AML),Phase 1a,2024-12-09,ASH,unspecified,2024,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,KYKOF|2024-12-09,,,,,,,-3.78,-3.78,-4.18,0.0,0.0,0.0,-6.73,,
ACLX,Arcellx Inc.,CART-ddBCMA - (iMMagine-1),Multiple Myeloma,Phase 2,2024-12-09,ASH,unspecified,2024,NEGATIVE,82.95,,,,,,,,,,,,,,,,backtest,,,,,,,ACLX|2024-12-09,,,,,,,0.28,-17.96,-6.51,-11.67,-2.7,-1.34,-9.18,,
COGT,Cogent Biosciences Inc.,Bezuclastinib - (SUMMIT),Non-Advanced Systemic Mastocytosis,Phase 2,2024-12-09,ASH,unspecified,2024,UNKNOWN,9.67,,,,,,,,,,,,,,,,backtest,,,,,,,COGT|2024-12-09,,,,,,,-25.73,-12.93,-2.63,-6.12,6.86,-7.09,-12.71,small,982004808.734025
ADCT,ADC Therapeutics SA,ZYNLONTA (loncastuximab tesirine-lpyl),Relapsed/refractory (r/r) marginal zone lymphoma (MZL),Phase 2,2024-12-09,ASH,unspecified,2024,UNKNOWN,3.21,,,,,,,,,,,,,,,,backtest,,,,,,,ADCT|2024-12-09,193348332.34,6.7,6.699077561705145,-4.74,micro,,6.1,6.83,57.29,34.91,11.18,-36.1,-36.42,small,302638512.2752485
SNDX,Syndax Pharmaceuticals Inc.,Revuforj (revumenib)  - (AUGMENT-101),Relapsed/refractory (R/R) acute leukemias,Phase 2,2024-12-09,ASH,unspecified,2024,UNKNOWN,15.56,,,,,,,,,,,,,,,,backtest,,,,,,,SNDX|2024-12-09,1131922840.0,,,,small,,-9.28,-22.01,5.72,1.86,-12.17,-18.93,-21.75,small,1455566216.6356945
BNOX,Bionomics Limited,BNC210 - (ATTUNE),Post-Traumatic Stress Disorder (PTSD),Phase 2b,2024-12-09,ACNP,unspecified,2024,UNKNOWN,0.3,,,,,,,,,,,,,,,,backtest,,,,,,,BNOX|2024-12-09,,,,,,,21.28,-26.13,1.7,-0.83,-0.28,-4.74,-15.32,,
VOR,Vor Biopharma Inc.,Trem-cel + Mylotarg (VBP101),Acute myeloid leukemia (AML),Phase 1/2,2024-12-09,ASH,unspecified,2024,UNKNOWN,1.04,,,,,,,,,,,,,,,,backtest,,,,,,,VOR|2024-12-09,,,,,,,12.72,-14.46,3.73,-5.7,23.25,24.47,5.92,micro,56312360.5301548
AGIO,Agios Pharmaceuticals Inc.,Mitapivat - (ENERGIZE-T),Transfusion-dependent thalassemia,Phase 3,2024-12-08,ASH,unspecified,2024,UNKNOWN,48.64,,,,,,,,,,,,,,,,backtest,,,,,,,AGIO|2024-12-08,1866678020.0,,,,small,,36.7,4.37,10.7,4.71,-25.34,-30.74,-42.65,mid,3515341184.9915314
ABBV,AbbVie Inc.,CALQUENCE plus venetoclax,Chronic lymphocytic leukemia (CLL) and small lymphocytic lymphoma (SLL),Phase 3,2024-12-09,ASH,unspecified,2024,NEGATIVE,,,,,,,,,,,,,,,,,backtest,,,,,,,ABBV|2024-12-09,314351300000.0,,,,large,,-6.21,-11.68,-0.43,-3.07,-0.3,-2.59,1.25,large,311352457823.6774
