"ticker","cik","company","catalyst_type","catalyst_date","date_precision","drug","indication","source","source_url","snippet","confidence","redistribute","retrieved_at","conference","pres_type","date_basis","sources","urls","category","market_cap","price","wk52_high","wk52_low","wk52_pos","avg_volume","cash","cash_runway_months","runway_label","runway_source","runway_end","runway_guidance_url","dilution_risk","change_status","change_type","change_detail","last_checked","data_flags","formerly","outcome","outcome_date","outcome_source","qa_flag"
"ANNX","0001528115","Annexon, Inc.","PhaseReadout","2026-Q2","quarter","Tanruprubart","Guillain-Barre Syndrome","sec_edgar","https://www.sec.gov/Archives/edgar/data/1528115/000095017024127027/annx-ex99_1.htm","mes Data for ANX005 in Guillain-Barr Syndrome (GBS) Expected by Year-End 2024; Biologics License Application (BLA) Submission Targeted for First Half 2025 Ongoing Enrollment in Phase 3 ARCHER II Trial for ANX007 in Geographic Atrophy (GA); Topline Data Expected Second Half 2026 Proof-of-Concept Study with First-in-Kind Oral C1s Inhibitor ANX1502 Transitioned to an Enhanced Tablet Formulation; Data in Cold Agglutinin Disease (CAD) Expected in First Quarter 2025 Bolstered Commercial, Medical Affairs and Health Econ","0.5","True","2026-07-24T11:47:06Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1528115/000095017024127027/annx-ex99_1.htm","readout","633853770","5.3","7.18","2.03","63.5","2192848.0","225025000","14.7","into 2H 2027","company-guided","2027-12-15","https://www.sec.gov/Archives/edgar/data/1528115/000119312526211863/annx-ex99_1.htm","","moved","date_slip","2026-Q4 -> 2026-Q2","2026-07-24T12:34:14Z","","","","","",""
"MLYS","0001933414","Mineralys Therapeutics, Inc.","PhaseReadout","2026-Q1","quarter","lorundrostat","Hypertension","sec_edgar","https://www.sec.gov/Archives/edgar/data/1933414/000193341425000139/mlys2025q38kex991.htm","xhibit 99.1 Mineralys Therapeutics Reports Third Quarter 2025 Financial Results and Provides Corporate Update Submission of New Drug Application (NDA) for lorundrostat planned for late-2025 Q1 2026 Completed enrollment in Explore-OSA trial topline results anticipated in Q1 2026 Conference call today at 4 30 p.m. ET RADNOR, PA November 10, 2025 Mineralys Therapeutics, Inc. (Nasdaq MLYS), a clinical-stage biopharmaceutical company focused on developing medicines to target hypertension and related comorbidities such","0.5","True","2026-07-24T11:46:48Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1933414/000193341425000139/mlys2025q38kex991.htm","readout","2227448727","27.0","47.65","12.59","41.1","853548.0","646060000","56.8","~57 mo (estimated)","estimated","2031-04-15","","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 66M -> SEC 82M sh (2026-04-27)","","","","",""
"RGNX","0001590877","REGENXBIO Inc.","PhaseReadout","2026-Q4","quarter","Ranibizumab","AMD","sec_edgar","https://www.sec.gov/Archives/edgar/data/1590877/000119312526222768/rgnx-ex99_1.htm","gate endpoint Surabgene lomparvovec (sura-vec, ABBV-RGX-314) on track toward key catalysts o Sites activated in pivotal Phase IIb/III study for diabetic retinopathy; first patient dosed expected Q2 2026 o Subretinal wet AMD topline pivotal data expected in Q4 2026 Clinical hold lifted for RGX-121 Webcast today at 8:00 a.m. ET to discuss RGX-202 topline pivotal data and Q1 2026 earnings ROCKVILLE, Md., May 14, 2026 (PR Newswire) -- REGENXBIO Inc. (Nasdaq: RGNX) today reported financial results and op","0.5","True","2026-07-24T11:47:10Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1590877/000119312526222768/rgnx-ex99_1.htm","readout","529900400","10.25","16.19","5.455","44.7","1364589.0","150491000","7.7","into early 2027","company-guided","2027-03-15","https://www.sec.gov/Archives/edgar/data/1590877/000119312526222804/rgnx-20260331.htm","ELEVATED — thin runway around catalyst","","","","2026-07-24T12:34:14Z","","","","","",""
"ZURA","0001855644","Zura Bio Ltd","PhaseReadout","2026-Q4","quarter","Tibulizumab","Systemic Sclerosis (SSc)","sec_edgar","https://www.sec.gov/Archives/edgar/data/1855644/000110465926025520/tm268344d1_ex99-1.htm","dual-pathway approach in HS tibulizumab ZB-106 Anti-BAFF + IL-17 First and currently only in-class bispecific antibody designed to target BAFF and IL-17 signaling, including IL-17A and IL-17A/F Phase 2 clinical trial (TibuSHIELD) ongoing; topline data anticipated in Q4 2026 Tibulizumab is an investigational agent. Its efficacy and safety have not been established or approved by the FDA or any other regulatory agency worldwide. Nasdaq: ZURA | www.zurabio.com HS is a complex and relapsing disease 2026 Zura Bio","0.5","True","2026-07-24T11:47:21Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1855644/000110465926025520/tm268344d1_ex99-1.htm","readout","502537886","5.29","7.44","1.345","64.7","427495.0","225594000","37.2","into late 2028","company-guided","2028-12-15","https://www.sec.gov/Archives/edgar/data/1855644/000110465926032080/zura-20251231x10k.htm","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 65M -> SEC 95M sh (2026-05-04)","","","","",""
"ZURA","0001855644","Zura Bio Ltd","PhaseReadout","2026-Q3","quarter","Tibulizumab","Systemic Sclerosis (SSc)","sec_edgar","https://www.sec.gov/Archives/edgar/data/1855644/000110465925087286/tm2525151d1_ex99-1.htm","1b clinical data. Our lead product candidate, tibulizumab, is a potential first - in - class dual - pathway biologic designed to target IL - 17A and BAFF. It is currently being evaluated in two global Phase 2 studies: TibuSHIELD (HS), with topline results anticipated in Q3 2026. TibuSURE (SSc), with topline results anticipated in Q4 2026. We are committed to advancing treatments for immune - mediated diseases where there is unmet medical need. As of June 30, 2025, we had $154.5 million in cash and equivalents, ex","0.5","True","2026-07-24T11:46:41Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1855644/000110465925087286/tm2525151d1_ex99-1.htm","readout","502537886","5.29","7.44","1.345","64.7","427495.0","225594000","37.2","into late 2028","company-guided","2028-12-15","https://www.sec.gov/Archives/edgar/data/1855644/000110465926032080/zura-20251231x10k.htm","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 65M -> SEC 95M sh (2026-05-04)","","","","",""
"QTTB","0001661998","Q32 Bio Inc.","PhaseReadout","2026-H2","half","bempikibart","Alopecia Areata","sec_edgar","https://www.sec.gov/Archives/edgar/data/1661998/000119312525278805/qttb-ex99_1.htm","ical trial due to the inclusion of the loading regimen, which may have the potential to induce earlier responsiveness. The trial is intended to support advancement into pivotal trials upon completion, pending review of the results. Q32 Bio expects to report topline results in mid-2026. Dosing of patients in Part A OLE of the SIGNAL-AA Phase 2a clinical trial is ongoing. Based on the continued emergence of bempikibart data suggesting a remittive effect and durable responses in long-term follow-up from SIGNAL-AA Part A, a","0.5","True","2026-07-24T11:46:47Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1661998/000119312525278805/qttb-ex99_1.htm","readout","260789663","15.38","23.57","1.569","62.8","392948.0","50751000","22.2","into 1H 2028","company-guided","2028-06-15","https://www.sec.gov/Archives/edgar/data/1661998/000119312526205021/qttb-20260331.htm","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 13M -> SEC 17M sh (2026-05-01)","","","","",""
"TECX","0001681087","Tectonic Therapeutic, Inc.","PhaseReadout","2026-Q4","quarter","TX000045- Dose A","Pulmonary Hypertension","sec_edgar","https://www.sec.gov/Archives/edgar/data/1681087/000119312526076843/tecx-ex99_1.htm","X2100 in Hereditary Hemorrhagic Telangiectasia (HHT), including the target, mechanistic rationale and supporting preclinical evidence. A replay of the webinar can be accessed here. Upcoming Milestones Ongoing TX2100 Phase 1a Clinical Trial Topline Results Expected in Q4 2026: Tectonic expects topline results for the Phase 1a clinical trial of TX2100 in healthy volunteers in the fourth quarter of 2026. Assuming adequate safety and PK are established, Tectonic plans to initiate a Phase 2 proof-of-concept clinica","0.5","True","2026-07-24T11:48:25Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1681087/000119312526076843/tecx-ex99_1.htm","readout","596454969","31.61","39.53","14.39","68.5","105034.0","236894000","43.5","~44 mo (estimated)","estimated","2030-03-07","","","","","","2026-07-24T12:34:14Z","","","","","",""
"AURA","0001501796","Aura Biosciences, Inc.","PhaseReadout","2026-H2","half","Bel-sar","Choroidal Melanoma","sec_edgar","https://www.sec.gov/Archives/edgar/data/1501796/000119312526216743/aura-ex99_1.htm","2026. Bladder Cancer The ongoing Phase 1b/2 trial evaluating additional doses and cycles of bel-sar across intermediate- and high-risk non-muscle invasive bladder cancer (NMIBC) patients continues to advance, with initial 3-month clinical data expected mid-2026. The trial is evaluating two approaches: immune ablative and neoadjuvant. In the immune ablative arm, bel-sar is given in two cycles without a transurethral resection of the bladder tumor (TURBT). In the neoadjuvant arm, bel-sar is given i","0.5","True","2026-07-24T11:45:27Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1501796/000119312526216743/aura-ex99_1.htm","readout","744383218","7.2","9.535","4.73","51.4","230701.0","114733000","15.1","into 2H 2028","company-guided","2028-12-15","https://www.sec.gov/Archives/edgar/data/1501796/000119312526216808/aura-20260331.htm","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 64M -> SEC 103M sh (2026-05-08)","","","","",""
"SION","0002036042","Sionna Therapeutics, Inc.","PhaseReadout","2026-H2","half","SION-719","Cystic Fibrosis (CF)","sec_edgar","https://www.sec.gov/Archives/edgar/data/2036042/000203604225000014/sion1q25earningsrelease.htm","id-2026. Dual Combination MAD Trials Sionna remains on track to initiate at least one combination MAD trial in the second half of 2025, evaluating a dual combination of an NBD1 stabilizer with a complementary modulator in healthy subjects. Topline data are expected in mid-2026. Business Highlights Completion of Upsized IPO In February 2025, Sionna completed its upsized initial public offering (IPO), raising approximately $219 million gross proceeds before deducting underwriting discounts and commissions and othe","0.5","True","2026-07-24T11:44:19Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/2036042/000203604225000014/sion1q25earningsrelease.htm","readout","1989323540","44.06","51.565","16.38","78.7","811031.0","216150000","36.1","into 2028","company-guided","2028-12-15","https://www.sec.gov/Archives/edgar/data/2036042/000162828026033876/sionna-20260331.htm","","","","","2026-07-24T12:34:14Z","","","","","",""
"NMRA","0001885522","Neumora Therapeutics, Inc.","PhaseReadout","2026-H1","half","NMRA-335140","Major Depressive Disorder","sec_edgar","https://www.sec.gov/Archives/edgar/data/1885522/000119312525268046/nmra-ex99_1.htm","(AD) Agitation Around Year-End Neumora is on track to report data from a Phase 1b signal-seeking study evaluating NMRA-511 as a treatment for AD agitation around the end of 2025. Navacaprant: Enrollment Ongoing in Phase 3 KOASTAL Program; Topline Data Expected in 1H 2026 The Company is on track to report topline data with navacaprant in MDD from KOASTAL-3 in the first quarter of 2026 and KOASTAL-2 in the second quarter of 2026. THIRD QUARTER 2025 FINANCIAL RESULTS Cash Position: As of September 30, 2025, N","0.5","True","2026-07-24T11:48:07Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1885522/000119312525268046/nmra-ex99_1.htm","readout","289043414","1.56","3.65","0.83","25.9","414728.0","147072000","9.1","~9 mo (estimated)","estimated","2027-04-26","","ELEVATED — under 12 months","","","","2026-07-24T12:34:14Z","","","","","",""
"NMRA","0001885522","Neumora Therapeutics, Inc.","PhaseReadout","2026-Q2","quarter","NMRA-335140","Major Depressive Disorder","sec_edgar","https://www.sec.gov/Archives/edgar/data/1885522/000119312526210310/nmra-ex99_1.htm","pansion cohort evaluating higher doses of NMRA-511 in the second half of 2026 and to initiate a Phase 2 study with NMRA-511 in Alzheimer's disease agitation in the first quarter of 2027. NMRA-898 (M4 Positive Allosteric Modulator): Phase 1 Data Expected in Second Half of 2026 Neumora is conducting a MAD study with NMRA-898 in healthy volunteers and patients with stable schizophrenia. The goal of the study is to identify a maximum tolerated dose of NMRA-898 and confirm central nervous system penetration via cere","0.5","True","2026-07-24T11:48:13Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1885522/000119312526210310/nmra-ex99_1.htm","readout","289043414","1.56","3.65","0.83","25.9","414728.0","147072000","9.1","~9 mo (estimated)","estimated","2027-04-26","","ELEVATED — under 12 months","","","","2026-07-24T12:34:14Z","","","","","",""
"IRON","0001816736","Disc Medicine, Inc.","PhaseReadout","2026-Q4","quarter","DISC-1459","Erythropoietic Protoporphyria","sec_edgar","https://www.sec.gov/Archives/edgar/data/1816736/000119312526205187/iron-ex99_1.htm","1 2 iron-ex99_1.htm EX-99.1 EX-99.1 Exhibit 99.1 Disc Medicine Reports First Quarter 2026 Financial Results and Provides Business Update Completed enrollment of the Phase 3 APOLLO study of bitopertin in erythropoietic protoporphyria (EPP); topline data expected in Q4 2026 Updated data from Phase 2 study of DISC-0974 in patients with anemia of myelofibrosis (MF) to be shared at the American Society of Clinical Oncology (ASCO) Annual Meeting as an oral presentation Progressing ongoing Phase 2 study of DISC-34","0.5","True","2026-07-24T11:46:18Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1816736/000119312526205187/iron-ex99_1.htm","readout","2897782892","75.86","99.5","40.0","60.3","273755.0","730158000","43.5","into 2028","company-guided","2028-12-15","https://www.sec.gov/Archives/edgar/data/1816736/000181673625000006/iron-ex99_1.htm","","","","","2026-07-24T12:34:14Z","","","","","",""
"FDMT","0001650648","4D Molecular Therapeutics, Inc.","PhaseReadout","2026-H2","half","4D-150 IVT","Macular Neovascularization Secondary to Age-Related Macular Degeneration","sec_edgar","https://www.sec.gov/Archives/edgar/data/1650648/000119312526113949/fdmt-ex99_1.htm","enrollment in 4D-150 4FRONT-1 wet AMD Phase 3 trial within approximately 11 months, ahead of initial projections and reflecting strong interest from investigators and patients; topline data expected in H1 2027 PRISM wet AMD Phase 2b 2-year data expected in mid-2026 and SPECTRA DME trial 2-year data in H2 2026 4D-150 DME global Phase 3 trial initiation expected in Q3 2026 $514 million in cash, cash equivalents and marketable securities expected to fund current operating plan into second half of 2028 E","0.5","True","2026-07-24T11:46:39Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1650648/000119312526113949/fdmt-ex99_1.htm","readout","542627517","10.38","14.0","4.274","62.8","565576.0","390892000","36.2","into 2028","company-guided","2028-12-15","https://www.sec.gov/Archives/edgar/data/1650648/000095017025106243/fdmt-ex99_1.htm","","","","","2026-07-24T12:34:14Z","","","","","",""
"AMLX","0001658551","Amylyx Pharmaceuticals, Inc.","PhaseReadout","2026-Q3","quarter","AMX0035","Progressive Supranuclear Palsy","sec_edgar","https://www.sec.gov/Archives/edgar/data/1658551/000119312525268043/amlx-ex99_1.htm","EX-99.1 2 amlx-ex99_1.htm EX-99.1 EX-99.1 Exhibit 99.1 Amylyx Pharmaceuticals Reports Third Quarter 2025 Financial Results Completion of recruitment for pivotal Phase 3 LUCIDITY trial of avexitide expected in Q1 2026, with topline data anticipated in Q3 2026 Cash runway expected into 2028, through the potential approval and commercial launch of avexitide Management to host conference call and webcast today at 8:00 a.m. Eastern Time CAMBRIDGE, Mass. November 6, 2025 -- Amylyx Pharmaceuticals, I","0.5","True","2026-07-24T11:45:21Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1658551/000119312525268043/amlx-ex99_1.htm","readout","1955767316","17.59","19.15","7.48","86.6","815925.0","279768000","27.9","into 2028","company-guided","2028-12-15","https://www.sec.gov/Archives/edgar/data/1658551/000119312526210292/amlx-20260331.htm","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 83M -> SEC 111M sh (2026-04-27)","","","","",""
"TENX","0000034956","TENAX THERAPEUTICS, INC.","PhaseReadout","2026-Q3","quarter","TNX-103","Pulmonary Hypertension","sec_edgar","https://www.sec.gov/Archives/edgar/data/34956/000165495426002072/tennx_ex991.htm","EX-99.1 2 tennx_ex991.htm PRESS RELEASE tennx_ex991.htm EXHIBIT 99.1 Tenax Therapeutics Reports Fourth Quarter and Full Year 2025 Financial Results and Provides Corporate Update Achieved randomization target of 230 patients in LEVEL study, topline data expected in third quarter of 2026 Initiated global Phase 3 LEVEL-2 clinical trial and opened long-term OLE study for patients to remain on drug CHAPEL HILL, N.C., March 10, 2026 (GLOBE NEWSWIRE) -- Tenax Therapeutics, Inc. (Nasdaq: TENX) ( Tenax or Tenax Therapeutics or th","0.5","True","2026-07-24T11:47:45Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/34956/000165495426002072/tennx_ex991.htm","readout","388328328","14.64","19.4","5.78","65.1","1400778.0","118755000","37.4","into early 2028","company-guided","2028-03-15","https://www.sec.gov/Archives/edgar/data/34956/000119312526219383/tennx-20260331.htm","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 17M -> SEC 27M sh (2026-05-08)","","","","",""
"TVRD","0001346830","Tvardi Therapeutics, Inc.","PhaseReadout","2026-H1","half","TTI-101","Hepatocellular Carcinoma","sec_edgar","https://www.sec.gov/Archives/edgar/data/1346830/000110465925113901/tm2531635d1_ex99-1.htm","increase in systemic exposures TTI-109 vs TTI-101 cross-over to demonstrate similar exposures of active moiety Safety and tolerability of TTI-109 vs TTI-101 26 Overall Goals for Ongoing Phase 1 Healthy Volunteer Study with TTI-109 Phase 1 Data Expected 1H 2026 1. Hepatocellular carcinoma 2. Investigational new drug. 27 Targeting STAT3: Central Mediator of Fibrosis-Driven Diseases Deep expertise in STAT3 biology Potential to serve as a disease-modifying therapy TTI-109: designed to enhance delive","0.5","True","2026-07-24T11:47:08Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1346830/000110465925113901/tm2531635d1_ex99-1.htm","readout","24016241","2.56","43.65","1.5","2.5","497507.0","24981000","12.2","into late 2026","company-guided","2026-12-15","https://www.sec.gov/Archives/edgar/data/1346830/000110465926057524/tm2613977d1_ex99-1.htm","","","","","2026-07-24T12:34:14Z","","","","","",""
"HELP","0001833141","CYBIN INC.","PhaseReadout","2026-Q4","quarter","CYB003","Major Depressive Disorder","sec_edgar","https://www.sec.gov/Archives/edgar/data/1833141/000183314126000012/q3earningspr2026.htm","ata readout from the Phase 2 study evaluating HLP004 in GAD in Q1 2026. HLP003 Phase 3 Program in Major Depressive Disorder Continued execution of the APPROACH pivotal Phase 3 study evaluating HLP003 as an adjunctive treatment for MDD with topline data anticipated in Q4 2026. Continued execution of the EMBRACE complementary Phase 3 study, which initiated patient enrollment in the prior quarter, designed to reinforce efficacy findings and support the overall evidence package for HLP003 in MDD. Ongoing patient p","0.5","True","2026-07-24T11:44:28Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1833141/000183314126000012/q3earningspr2026.htm","readout","386776734","7.73","9.12","3.76","74.1","988457.0","219307289","19.0","~19 mo (estimated)","estimated","2028-02-21","","","","","","2026-07-24T12:34:14Z","","CYBN","","","",""
"AMLX","0001658551","Amylyx Pharmaceuticals, Inc.","PhaseReadout","2026-H1","half","AMX0035","Progressive Supranuclear Palsy","sec_edgar","https://www.sec.gov/Archives/edgar/data/1658551/000095017025066355/amlx-ex99_1.htm","ts Pivotal Phase 3 LUCIDITY trial of avexitide, a potential first-in-class GLP-1 receptor antagonist with FDA breakthrough therapy designation, underway in post-bariatric hypoglycemia (PBH); completion of recruitment expected in 2025, with topline data anticipated in first half of 2026 Data through Week 48 from the ongoing Phase 2 HELIOS trial of AMX0035 in Wolfram syndrome to be presented at the Joint Congress of the European Society for Pediatric Endocrinology (ESPE) and the European Society of Endocrinology (ESE) taki","0.5","True","2026-07-24T11:45:59Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1658551/000095017025066355/amlx-ex99_1.htm","readout","1955767316","17.59","19.15","7.48","86.6","815925.0","279768000","27.9","into 2028","company-guided","2028-12-15","https://www.sec.gov/Archives/edgar/data/1658551/000119312526210292/amlx-20260331.htm","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 83M -> SEC 111M sh (2026-04-27)","","","","",""
"HELP","0001833141","CYBIN INC.","PhaseReadout","2026-Q1","quarter","CYB003","Major Depressive Disorder","sec_edgar","https://www.sec.gov/Archives/edgar/data/1833141/000183314125000025/cybncorpupdatesept232025pr.htm","form and Upcoming Clinical Milestones - Successfully completed enrollment of 36 participants in Phase 2 study of CYB004, the Company s deuterated dimethyltryptamine ( DMT ) program for the treatment of Generalized Anxiety Disorder ( GAD ). Topline data expected Q1 2026 - - Continues to advance CYB003, the Company s proprietary deuterated psilocin analog, in Phase 3 studies for the adjunctive treatment of major depressive disorder ( MDD ). Dosing is ongoing in the first pivotal study, APPROACH, with expec","0.5","True","2026-07-24T11:45:18Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1833141/000183314125000025/cybncorpupdatesept232025pr.htm","readout","386776734","7.73","9.12","3.76","74.1","988457.0","219307289","19.0","~19 mo (estimated)","estimated","2028-02-21","","","","","","2026-07-24T12:34:14Z","","CYBN","","","",""
"TENX","0000034956","TENAX THERAPEUTICS, INC.","PhaseReadout","2026-Q2","quarter","TNX-103","Pulmonary Hypertension","sec_edgar","https://www.sec.gov/Archives/edgar/data/34956/000165495425014059/tennx_ex991.htm","enax Therapeutics Announces Result of Prespecifed Blinded Sample Size Assessment Planned Review of Standard Deviation Demonstrates No Need to Increase Size of Ongoing LEVEL Study LEVEL On Track to Complete Enrollment in First Half of 2026; Topline Data Expected in Second Half of 2026 Global Phase 3 LEVEL-2 Study Initiated; Company Estimates Completion of Enrollment by End of 2027 CHAPEL HILL, N.C., Dec. 17, 2025 (GLOBE NEWSWIRE) -- Tenax Therapeutics, Inc. (Nasdaq: TENX) ( Tenax or Tenax Therapeutics or the Company ),","0.5","True","2026-07-24T11:47:35Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/34956/000165495425014059/tennx_ex991.htm","readout","388328328","14.64","19.4","5.78","65.1","1400778.0","118755000","37.4","into early 2028","company-guided","2028-03-15","https://www.sec.gov/Archives/edgar/data/34956/000119312526219383/tennx-20260331.htm","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 17M -> SEC 27M sh (2026-05-08)","","","","",""
"NBP","0001778016","I-Mab","PhaseReadout","2026-H1","half","TJ003234","Coronavirus Disease 2019 COVID-19","sec_edgar","https://www.sec.gov/Archives/edgar/data/1778016/000095017025080015/imab-ex99_1.htm","s Phase 1b escalation study of givastomig in combination with nivolumab plus chemotherapy fully enrolled (n=17); topline data to be presented in oral presentation at ESMO GI 2025 Phase 1b expansion study enrolling ahead of schedule (n=40); topline data expected in 1H 2026 Strong Capital Position with Cash Through Major Readouts $168.6M of cash as of March 31, 20253; provides runway into 2027, through expected clinical readouts for givastomig Capital efficient operating model with U.S.-based management team","0.5","True","2026-07-24T11:45:54Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1778016/000095017025080015/imab-ex99_1.htm","readout","204020914","1.77","6.79","1.46","5.8","414541.0","30141972","249.5","~250 mo (estimated)","estimated","2047-04-29","","","","","","2026-07-24T12:34:14Z","","","","","",""
"NBP","0001778016","I-Mab","PhaseReadout","2026-Q1","quarter","TJ003234","Coronavirus Disease 2019 COVID-19","sec_edgar","https://www.sec.gov/Archives/edgar/data/1778016/000177801625000009/imab-ex99_1.htm","laudin 18.2-directed therapy for metastatic gastric cancers in the 1L setting. Thanks to strong study momentum and active investigator engagement, we completed enrollment of the planned Phase 1b dose expansion cohorts ahead of schedule and expect to report topline data in Q1 2026. We believe our strong cash position and unwavering focus on value creation, position I-Mab to deliver meaningful clinical data and improve the lives of patients. Recent and Anticipated Upcoming Clinical Milestones Givastomig (CLDN18.2 x 4","0.5","True","2026-07-24T11:47:58Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1778016/000177801625000009/imab-ex99_1.htm","readout","204020914","1.77","6.79","1.46","5.8","414541.0","30141972","249.5","~250 mo (estimated)","estimated","2047-04-29","","","new","new","","2026-07-24T12:34:14Z","","","","","",""
"MIRM","0001759425","Mirum Pharmaceuticals, Inc.","PhaseReadout","2026-H2","half","Brelovitug","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1759425/000119312526022582/d35336dex991.htm","ls Completes Acquisition of Bluejay Therapeutics, Expanding Global Leadership in Rare Disease - Adds brelovitug for chronic hepatitis delta virus (HDV) with Breakthrough Therapy and PRIME designations to Mirum s portfolio - Topline Phase 3 results expected in 2H 2026 FOSTER CITY, Calif . January 26, 2026 Mirum Pharmaceuticals, Inc. (NASDAQ: MIRM), a leading rare disease company, today announced the successful completion of its acquisition of Bluejay Therapeutics, a privately held biotechnology company","0.5","True","2026-07-24T11:47:50Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1759425/000119312526022582/d35336dex991.htm","readout","6973813120","114.36","130.0","50.25","80.4","1403720.0","386259000","27.1","~27 mo (estimated)","estimated","2028-10-24","","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 50M -> SEC 61M sh (2026-05-01)","","","","",""
"MIRM","0001759425","Mirum Pharmaceuticals, Inc.","PhaseReadout","2026-Q2","quarter","Brelovitug","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1759425/000175942526000010/mirm-20260225xexx991.htm","Mirum Pharmaceuticals Reports Fourth Quarter and Year-End 2025 Results and Provides Business Update 2025 net product sales of $521 million 2026 expected global net product sales of $630 million to $650 million Volixibat VISTAS study in PSC topline data expected Q2 2026 LIVMARLI EXPAND study in additional cholestatic pruritus settings topline data expected Q4 2026 Brelovitug AZURE-1 and AZURE-4 studies in HDV topline data expected H2 2026 Conference call to provide business updates today, February 25 at 1","0.5","True","2026-07-24T11:44:46Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1759425/000175942526000010/mirm-20260225xexx991.htm","readout","6973813120","114.36","130.0","50.25","80.4","1403720.0","386259000","27.1","~27 mo (estimated)","estimated","2028-10-24","","","moved","date_slip","2026-Q4 -> 2026-Q2","2026-07-24T12:34:14Z","mcap corrected: FMP 50M -> SEC 61M sh (2026-05-01)","","","","",""
"ADCT","0001771910","ADC Therapeutics SA","PhaseReadout","2026-H2","half","rituximab","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1771910/000162828026001386/adctjpmcorporateupdatepr-0.htm","3 confirmatory trial of ZYNLONTA in combination with rituximab in patients with 2L+ DLBCL once the pre-specified number of approximately 262 progression-free survival (PFS) events is reached and data are available. Publication of the full results is anticipated by the end of 2026. Assuming positive results, a supplemental Biologics License Application (sBLA) submission to the U.S. FDA will follow, with potential compendia inclusion in the first half of 2027 and confirmatory approval in 2L+ DLBCL in mid-2027. Invest","0.5","True","2026-07-24T11:46:04Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1771910/000162828026001386/adctjpmcorporateupdatepr-0.htm","readout","155173020","1.22","4.98","0.78","10.5","579879.0","231008000","24.2","~24 mo (estimated)","estimated","2028-07-28","","","moved","date_slip","2026-Q2 -> 2026-H2","2026-07-24T12:34:14Z","","","","","",""
"VRDN","0001590750","Viridian Therapeutics, Inc.\DE","PhaseReadout","2026-H2","half","VRDN-008","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1590750/000119312526073391/d105707dex991.htm","ted. Viridian anticipates communicating development plans in 2026. VRDN-008: IND cleared and phase 1 clinical trial initiated VRDN-008 IND cleared in January 2026. Phase 1 clinical trial in healthy volunteers is now enrolling participants; data expected in 2H 2026. Financial Results Cash Position: Cash, cash equivalents, and marketable securities were $874.7 million as of December 31, 2025, compared with $717.6 million as of December 31, 2024. Together with anticipated milestone payments from the DR","0.5","True","2026-07-24T11:44:33Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1590750/000119312526073391/d105707dex991.htm","readout","1985219492","19.26","34.29","13.18","28.8","1346629.0","762181000","30.1","into 2H 2027","company-guided","2027-12-15","https://www.sec.gov/Archives/edgar/data/1590750/000119312525173983/d20477dex991.htm","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 90M -> SEC 103M sh (2026-05-01)","","","","",""
